country_code,year,share_of_instudents,gdp,share_education_spending_gdp,mean_income,urban_rate,population_density,gdp_log,population_density_log,share_of_instudents_original,share_education_spending_gdp_original,mean_income_original,urban_rate_original
NLD,2011,4.91876,1051655427060,5.46304,20305.5,0.8787900299249857,500.47702,12.021873467347206,2.7002510364275087,4.91876,5.46304,20305.5,0.8787900299249857
NLD,2012,7.24551,1041371530430,5.41022,19995.97,0.8858800157231034,502.38168,12.017605700528337,2.7018974058494387,7.24551,5.41022,19995.97,0.8858800157231034
NLD,2015,10.22892,1080277597346,5.34816,21065.58,0.9017300137668867,508.0911,12.033535369843182,2.7067955047083756,10.22892,5.34816,21065.58,0.9017300137668867
NLD,2016,10.74382,1106466613365,5.4796,21718.05,0.9063499944863025,510.97992,12.043938314015948,2.7092529281551134,10.74382,5.4796,21718.05,0.9063499944863025
NLD,2017,10.99874,1137243492284,5.1751,21850.97,0.9107699732699732,514.26715,12.05585346032037,2.7120324556213857,10.99874,5.1751,21850.97,0.9107699732699732
NLD,2018,11.69357,1162930870448,5.35765,21883.62,0.9149000117458459,517.41266,12.065553899186872,2.714675598767255,11.69357,5.35765,21883.62,0.9149000117458459
NLD,2020,13.32123,1143663103033,5.42381,23240.41,0.9211059622446207,523.81146,12.058298110085202,2.720003309904994,13.32123,5.42381,23240.41,0.9223600034400711
NOR,2010,7.00337,408092698957,6.71042,23661.41,0.791019976061778,13.4218025,11.610758825033951,1.1590195438010051,7.00337,6.71042,23661.41,0.791019976061778
NOR,2013,3.61528,428126043025,7.43906,25871.83,0.8028599760257799,13.946043,11.631571646891706,1.1745262273939798,3.61528,7.43906,25871.83,0.8028599760257799
NOR,2016,3.92144,450192377571,7.448553500000001,25984.72,0.8148500368419715,14.37389,11.653398137473822,1.1867837693725152,3.92144,7.98445,25984.72,0.8148500368419715
NOR,2019,4.27566,470334337354,7.448553500000001,26866.24,0.8261600449971354,14.68069,11.672406686123143,1.1953651691009293,4.27566,7.86456,26866.24,0.8261600449971354
NOR,2020,4.38269,464322656561,7.448553500000001,27093.35,0.829740076866237,14.767272,11.666819875524434,1.1977565596680342,4.38269,8.37282,27093.35,0.829740076866237
PSE,2017,0.255282,28630119462,4.72154,4830.79,0.758940065839021,787.1779,10.45682316017715,2.8966242533631186,0,4.72154,4830.79,0.758940065839021
POL,2010,0.85429,1049382087931,5.10706,8439.36,0.6089199967804678,124.45396,12.02093364688473,2.0984843745307002,0.85429,5.10706,8439.36,0.6089199967804678
POL,2011,0.99556,1104531970738,4.86102,8382.91,0.6077999897801699,124.82406,12.043178291067193,2.099763694576128,0.99556,4.86102,8382.91,0.6077999897801699
POL,2012,1.17202,1121230082682,4.8616,8367.59,0.6065399870594047,124.9522,12.049694741396456,2.1002057576976947,1.17202,4.8616,8367.59,0.6065399870594047
POL,2013,1.45933,1128901994206,5.02124,8457.59,0.6052899937739543,124.98943,12.052656240222033,2.1003341111078,1.45933,5.02124,8457.59,0.6052899937739543
POL,2014,1.96659,1173160694244,4.96657,8768.05,0.6040299923168464,125.00854,12.06935750388364,2.1003999796349557,1.96659,4.96657,8768.05,0.6040299923168464
POL,2015,2.64144,1225152442780,4.81701,9105.27,0.6027799888023118,125.01246,12.088190130283861,2.100413489892983,2.64144,4.81701,9105.27,0.6027799888023118
POL,2016,3.42043,1262288990122,4.65911,9771.55,0.6017800011888306,125.00248,12.101158794248684,2.1003790930518145,3.42043,4.65911,9771.55,0.6017800011888306
POL,2017,4.12365,1327327896809,4.57465,10373.93,0.6010499955944498,124.97538,12.122978222174451,2.100285677062767,4.12365,4.57465,10373.93,0.6010499955944498
POL,2018,3.64084,1410230918709,4.60506,10830.39,0.600579990651683,124.92999,12.149290232166255,2.100129168872831,3.64084,4.60506,10830.39,0.600579990651683
POL,2019,3.85686,1474825956077,4.67881,11390.77,0.6003699940538081,124.88038,12.16874077233132,2.099958045264809,3.85686,4.67881,11390.77,0.6003699940538081
POL,2020,4.46692,1444804858707,4.85265,11585.57,0.6004300105517101,124.701096,12.159809193452906,2.099339064358011,4.46692,4.85265,11585.57,0.6004300105517101
ROU,2010,1.34654,508705554059,3.41717,4844.72,0.5382899905866936,88.8064,11.706466479295287,1.9533072875096502,1.34654,3.41717,4844.72,0.5382899905866936
ROU,2011,1.8438,531574865496,3.1643973,4396.55,0.5395999945998338,88.151985,11.725564437970432,1.9501310173369406,1.8438,2.91376,4396.55,0.5395999945998338
ROU,2012,2.44126,541694014833,3.1643973,4592.42,0.5397400094276433,87.61497,11.733754037102937,1.9475070947901363,2.44126,2.82322,4592.42,0.5397400094276433
ROU,2013,3.48795,543204105408,3.1643973,4569.3,0.5393699753093685,87.19973,11.734963043580503,1.945467255656881,3.48795,3.068,4569.3,0.5393699753093685
ROU,2014,4.07098,565562392323,3.1643973,4550.47,0.5390000160229211,86.78799,11.752480522873027,1.9434351055018284,4.07098,3.12508,4550.47,0.5390000160229211
ROU,2015,4.25974,583417400958,3.1643973,5038.22,0.5388700003068287,86.36569,11.765979378210076,1.941340911248134,4.25974,3.10695,5038.22,0.5388700003068287
ROU,2016,4.82495,600102744953,3.1643973,5489.1,0.5390000044157355,85.95727,11.778225613294422,1.9393058967343262,4.82495,3.0256,5489.1,0.5390000044157355
ROU,2017,5.17508,649284034992,3.1643973,6927.72,0.5393599835415442,85.57635,11.812434724296311,1.9373992723032707,5.17508,3.1182,6927.72,0.5393599835415442
ROU,2018,5.40241,689026256322,3.31918,7697.69,0.5399799835369984,85.17852,11.838235771630307,1.935399031393653,5.40241,3.31918,7697.69,0.5399799835369984
ROU,2019,5.6757,716058574350,3.56695,8298.78,0.5408399946148102,84.759834,11.85494854951029,1.9332839317125734,5.6757,3.56695,8298.78,0.5408399946148102
ROU,2020,5.99302,689747829734,3.58926,9090.46,0.5419400215413763,84.28577,11.8386903426625,1.9308765748249825,5.99302,3.58926,9090.46,0.5419400215413763
RUS,2011,1.91746,4976323248445,3.7126126,11878.6,0.7373200032345535,8.795561,12.696908583189348,0.9910293134525013,1.91746,3.7126126,11878.6,0.7373200032345535
RUS,2014,3.04967,5306227998547,4.01388,13431.46,0.7394999971678601,8.84941,12.724785906857003,0.9934102161403899,3.04967,4.01388,13431.46,0.7394999971678601
RUS,2015,3.43472,5201551018654,3.83403,12410.74,0.7404999986310908,8.872734,12.716132862558847,0.9944374360226023,3.43472,3.83403,12410.74,0.7404999986310908
RUS,2016,3.94274,5211625906529,3.76044,11962.56,0.7416400016936125,8.901498,12.716973234254558,0.99570090408429,3.94274,3.76044,11962.56,0.7416400016936125
RUS,2017,4.25808,5306779254504,4.68991,11618.87,0.742920001932643,8.926419,12.724831022706779,0.9967926030744162,4.25808,4.68991,11618.87,0.742920001932643
RUS,2018,4.54407,5455753571577,4.6782,11939.69,0.7443299983563747,8.9412775,12.736854745643868,0.9974421968270121,4.54407,4.6782,11939.69,0.7443299983563747
RUS,2019,4.96532,5575675165814,3.6956143,12135.83,0.7458699989125719,8.947562,12.74629746419264,0.9977166546466708,4.96532,3.6956143,12135.83,0.7458699989125719
RUS,2020,11.27199,5427716010814,4.0164185,12135.3,0.7475400004411852,8.937684,12.734617116408025,0.9972851828665275,11.27199,4.0164185,12135.3,0.7475400004411852
SRB,2010,4.18173,131547035079,3.9009323,5100.1,0.5499299452124382,87.95186,11.119081064030189,1.9491550336935894,4.18173,3.9009323,5100.1,0.5499299452124382
SRB,2011,3.60651,131618428915,4.23836,5025.98,0.5521500047191198,87.58303,11.119316702470783,1.9473505313311557,3.60651,4.23836,5025.98,0.5521500047191198
SRB,2012,3.8552,131034100964,3.8476844,4758.19,0.5535600445296305,87.104576,11.117384333317322,1.9449984655055668,3.8552,3.8476844,4758.19,0.5535600445296305
SRB,2016,4.25622,134820990036,3.6347,5453.36,0.5581000696766172,84.74352,11.129757511988556,1.9332013084864512,4.25622,3.6347,5453.36,0.5581000696766172
SRB,2017,4.43481,138007340937,3.71016,5576.19,0.5594199455394199,84.1183,11.139902188169874,1.9300229412198648,4.43481,3.71016,5576.19,0.5594199455394199
SRB,2018,4.43491,144423785733,3.58232,5672.61,0.5609199662475489,83.48217,11.159638724828715,1.9267650605747062,4.43491,3.58232,5672.61,0.5609199662475489
SRB,2019,4.60622,151284215869,3.61647,5854.27,0.5625999696194586,82.841644,11.17979361858398,1.9234597855405127,4.60622,3.61647,5854.27,0.5625999696194586
SVK,2010,3.38811,160713273217,4.0448,8314.61,0.5468499254742899,112.14345,11.206051746379307,2.0536294172284917,3.38811,4.0448,8314.61,0.5468499254742899
SVK,2013,4.85962,168595406627,4.06895,8175.24,0.5414000055048654,112.52958,11.22684573812213,2.0551090311949394,4.85962,4.06895,8175.24,0.5414000055048654
SVK,2014,5.61374,173160886992,4.2159,8025.3,0.539999915107991,112.62972,11.238449801761002,2.055491936514995,5.61374,4.2159,8025.3,0.539999915107991
SVK,2015,5.89837,182125217470,4.57843,8172.69,0.538889977711203,112.73459,11.260370083358136,2.055892566372398,5.89837,4.57843,8172.69,0.538889977711203
SVK,2016,6.02104,185672687107,3.90079,8342.61,0.5380599683508759,112.87982,11.26874802269137,2.056446772023666,6.02104,3.90079,8342.61,0.5380599683508759
SVK,2017,6.89788,191010279733,3.93221,8559.37,0.5380474794531794,113.055405,11.281056740606978,2.0571158709897297,6.89788,3.93221,8559.37,0.5375100749517578
SVK,2018,8.02855,198769347214,3.95291,8775.77,0.5380474794531794,113.21194,11.298349411440599,2.057711508507493,8.02855,3.95291,8775.77,0.5372599655832786
SVN,2010,1.6836,78592625092,5.54546,13262,0.5380474794531794,101.53811,10.895381795000164,2.010885308187904,1.6836,5.54546,13262,0.5265800799869959
SVN,2012,2.26628,76801335462,5.62023,13617.08,0.5380474794531794,101.97061,10.88536877184361,2.012713285518802,2.26628,5.62023,13617.08,0.5310799991638955
SVN,2015,2.74949,80146391825,4.90953,13683.23,0.5380474794531794,102.29967,10.90388397528242,2.014098934129418,2.74949,4.90953,13683.23,0.5378101903969458
ZAF,2012,4.19401,784235285032,5.52323,5945.45,0.6327200038629618,44.335186,11.894446378579316,1.6564354018814993,4.19401,5.52323,5945.45,0.6327200038629618
ZAF,2015,4.12091,825864883586,5.48285,6643.64,0.6482800076447983,46.759544,11.916908999968635,1.6790601715712883,4.12091,5.48285,6643.64,0.6482800076447983
ZAF,2017,4.06212,840979816625,5.59867,7275.59,0.6584999969289581,47.511032,11.924785572928544,1.6858405136930186,4.06212,5.59867,7275.59,0.6584999969289581
KOR,2010,1.81049,1869621054468,3.527567,13349.2,0.8193599957961107,499.68576,12.271753590156646,2.6995652398084036,1.81049,3.527567,13349.2,0.8193599957961107
KOR,2016,1.93138,2236912296310,4.3331,17712.52,0.8156199905724187,525.5926,12.349648956839205,2.7214747518423112,1.93138,4.3331,17712.52,0.8156199905724187
KOR,2017,2.25724,2307590576700,4.32824,18305.09,0.8150299937243378,527.52325,12.363158756800617,2.7230640968934114,2.25724,4.32824,18305.09,0.8150299937243378
KOR,2018,2.7482,2374681552210,4.45808,18809.27,0.8145899923190937,529.10754,12.375605378428157,2.7243639814705416,2.7482,4.45808,18809.27,0.8145899923190937
KOR,2019,3.2563,2427968880490,4.68466,19521.63,0.8143000086042989,530.4082,12.385243116045045,2.725428251593407,3.2563,4.68466,19521.63,0.8143000086042989
KOR,2020,3.72612,2410744496330,4.80172,20261.57,0.8141400073411962,531.3369,12.382151183951233,2.7261865712092956,3.72612,4.80172,20261.57,0.8141400073411962
ESP,2010,2.98131,1980239443377,4.85608,16799.46,0.7844200097743738,93.730950000000007,12.296717706751712,1.9764918926064572,2.98131,4.85608,16799.46,0.7844200097743738
ESP,2011,3.21131,1967567481442,4.74083,16200.92,0.7867299997687339,94.04626,12.29392963623606,1.9779350323711764,3.21131,4.74083,16200.92,0.7867299997687339
ESP,2012,2.83641,1911194436507,4.48113,15475.84,0.7890200030765576,94.086845,12.28130487251129,1.9781204376620198,2.83641,4.48113,15475.84,0.7890200030765576
ESP,2013,2.86182,1883915534186,4.34962,15057.61,0.7913299954987173,93.77082,12.27506142719421,1.9766746383533593,2.86182,4.34962,15057.61,0.7913299954987173
ESP,2016,2.53146,2048244939445,4.22544,16093.44,0.7983999978315148,93.51543,12.311381890530875,1.9755027145074733,2.53146,4.22544,16093.44,0.7983999978315148
ESP,2017,3.2299,2107562974810,4.20552,16289.79,0.8007999916554411,93.78723,12.323780560380673,1.9767498319150767,3.2299,4.20552,16289.79,0.8007999916554411
ESP,2018,3.45604,2158047774432,4.17949,16401.55,0.8032100002064202,94.235916,12.334061054778294,1.97880076329003,3.45604,4.17949,16401.55,0.8032100002064202
ESP,2019,3.69783,2200370944084,4.23022,17174.01,0.8056499908973909,94.92088,12.342495901453667,1.9819131544255606,3.69783,4.23022,17174.01,0.8056499908973909
ESP,2020,3.83479,1959648808037,4.8954,17353.25,0.8081000041063509,95.409874,12.292178247684477,1.9841215152733032,3.83479,4.8954,17353.25,0.8081000041063509
SWE,2010,6.93017,524009521900,6.52269,18519.55,0.8505600159349533,23.0263,11.71933917872321,1.3806868955102876,6.93017,6.52269,18519.55,0.8505600159349533
SWE,2011,7.8791,540588714087,6.36692,18994.69,0.8529699774997135,23.200695,11.732866974658178,1.3838278383081506,7.8791,6.36692,18994.69,0.8529699774997135
SWE,2012,6.31529,538348159176,7.448553500000001,19293.91,0.8561999980250802,23.373098,11.731063232368697,1.3869107347158438,6.31529,7.53697,19293.91,0.8561999980250802
SWE,2013,5.82612,544473034999,7.448553500000001,19716.38,0.8593600315154225,23.572327,11.735976376211743,1.3904462861262268,5.82612,7.61121,19716.38,0.8593600315154225
SWE,2014,5.90554,556972849885,7.448553500000001,20183.2,0.8624700008560134,23.807583,11.745834025636793,1.3945844530712146,5.90554,7.57373,20183.2,0.8624700008560134
SWE,2015,6.22368,581536136091,7.4439,20976.64,0.8655299532022354,24.060589,11.764576706541247,1.3989912740182184,6.22368,7.4439,20976.64,0.8655299532022354
SWE,2016,6.57668,595200727972,7.448553500000001,21229.68,0.8685200217472692,24.364552,11.774663453711316,1.404227196018843,6.57668,7.61862,21229.68,0.8685200217472692
SWE,2017,6.74252,606064069860,7.448553500000001,21298.05,0.8714599503783073,24.694992,11.782518537889507,1.4098484868059205,6.74252,7.56883,21298.05,0.8714599503783073
SWE,2018,7.17108,617597254493,7.448553500000001,21485.08,0.8743099653727184,24.98358,11.79070535669174,1.4146989876581955,7.17108,7.64084,21485.08,0.8743099653727184
SWE,2019,7.15165,633343809629,7.448553500000001,21672.52,0.8770799795736639,25.238245,11.801639530065067,1.4189347829785692,7.15165,7.63851,21672.52,0.8770799795736639
SWE,2020,7.04267,620643128688,7.448553500000001,21944.21,0.8797700320337912,25.421307,11.792841951558868,1.4219542973378623,7.04267,7.92561,21944.21,0.8797700320337912
CHE,2010,15.36163,586565430195,4.8021,27264.4,0.736070029696192,198.07199,11.768316463831159,2.299010157846625,15.36163,4.8021,27264.4,0.736070029696192
CHE,2011,16.22183,597200496062,4.85664,27692.17,0.7363100288938954,200.31517,11.77612015979869,2.3038765021566987,16.22183,4.85664,27692.17,0.7363100288938954
CHE,2012,16.49572,604243005804,4.89862,28365.92,0.7365299959571637,202.45512,11.781211632091068,2.3084686234582574,16.49572,4.89862,28365.92,0.7365299959571637
CHE,2013,16.84654,615071910923,4.91393,28280.58,0.7367400281802756,204.79051,11.788925894135998,2.3134253434601266,16.84654,4.91393,28280.58,0.7367400281802756
CHE,2014,17.10329,629525370586,4.93057,28499.140000000003,0.7369600284491373,207.29727,11.79901323735716,2.3186835780048503,17.10329,4.93057,28673.56,0.7369600284491373
CHE,2015,17.18152,639878719127,4.99559,28489.96,0.7371800382401421,209.66888,11.806097666788931,2.3236003863795127,17.18152,4.99559,28489.96,0.7371800382401421
CHE,2016,17.58807,653115824072,4.98164,28499.140000000003,0.7373900348940888,211.97116,11.814990206229492,2.328320796392377,17.58807,4.98164,28880.88,0.7373900348940888
CHE,2017,17.75276,662016483630,5.01765,28499.140000000003,0.7376100352112676,213.96375,11.820868803126801,2.332365229672329,17.75276,5.01765,28924.01,0.7376100352112676
CHE,2018,17.69527,680953106295,4.93009,28085.76,0.7379699562936786,215.55098,11.833117205337006,2.3355601534670583,17.69527,4.93009,28085.76,0.7379699562936786
CHE,2019,17.7987,688729470411,5.01439,28499.140000000003,0.7384900551352259,217.09964,11.838048666640727,2.338654948723393,17.7987,5.01439,28970.3,0.7384900551352259
GBR,2010,15.72921,3060882666519,5.69868,18825.73,0.8130199988481092,260.4327,12.485846682011719,2.41735990819236,15.72921,5.69868,18825.73,0.8130199988481092
GBR,2011,16.84985,3095726602294,5.57219,18405.74,0.8156999949888403,262.511,12.490762599182201,2.420798749110573,16.84985,5.57219,18405.74,0.8156999949888403
GBR,2012,17.13637,3142441066399,5.578874,18343.67,0.8183700007919911,264.376,12.49726714163969,2.423861643702227,17.13637,5.578874,18343.67,0.8183700007919911
GBR,2013,17.46263,3199002538578,5.5253,18449.75,0.8210200047021382,266.14883,12.50501458472006,2.426753276495131,17.46263,5.5253,18449.75,0.8210200047021382
GBR,2014,18.2093925,3301199067313,5.60135,18990.34,0.8236500039054339,268.11853,12.518671713736339,2.4299436018874676,18.22084,5.60135,18990.34,0.8236500039054339
GBR,2015,18.2093925,3374581040061,5.55452,19276.71,0.826259998296277,270.25217,12.52821986212006,2.433373221198544,18.48803,5.55452,19276.71,0.826259998296277
GBR,2016,18.09595,3439430703986,5.42796,19382.99,0.8288600003965763,272.3654,12.536486563915224,2.4367435448331376,18.09595,5.42796,19382.99,0.8288600003965763
GBR,2017,17.91753,3530799348932,5.45257,19277.3,0.8314299979053529,274.27136,12.54787303783293,2.4397610285346616,17.91753,5.45257,19277.3,0.8314299979053529
GBR,2018,18.2093925,3580413797699,5.20437,19675.33,0.8339800046776766,275.91647,12.553933222083137,2.44234878679433,18.32441,5.20437,19675.33,0.8339800046776766
GBR,2019,18.2093925,3638576730449,5.26116,19935.94,0.8365199960793777,277.39825,12.56093153777325,2.4446665009897743,18.67706,5.26116,19935.94,0.8365199960793777
GBR,2020,18.2093925,3263915436355,5.43935,19648.36,0.8390300035327317,278.394,12.513738898243677,2.4462170753827777,20.14796,5.43935,19648.36,0.8390300035327317
USA,2013,3.92751,19623956113038,6.229258,25163.34,0.8129899990143326,34.994648,13.292786563944441,1.5562379308544951,3.92751,6.229258,25163.34,0.8129899990143326
USA,2014,4.27601,20119229405792,6.1292057,25322.52,0.8148299985581353,35.323116,13.303611342625397,1.5601830976562825,4.27601,6.1292057,25322.52,0.8148299985581353
USA,2015,4.64501,20711851459007,4.93063,26291.57,0.8167100006555486,35.652294,13.31621892277036,1.56410116152458,4.64501,4.93063,26291.57,0.8167100006555486
USA,2016,5.03627,21088693545824,4.78328,27506.22,0.818619999758258,35.98604,13.324049675831777,1.5680378350133488,5.03627,4.78328,27506.22,0.818619999758258
USA,2017,5.17971,21606973981864,5.09297,27853.9,0.8205800006328698,36.31676,13.334593948974941,1.5719039294151531,5.17971,5.09297,27853.9,0.8205800006328698
USA,2018,5.2123100000000004,22247945960330,4.89502,28499.140000000003,0.8225600000935019,36.628525,13.347289920967638,1.5755171947504842,5.2123100000000004,4.89502,29141.75,0.8225600000935019
USA,2019,5.18887,22822794023500,4.95747,28499.140000000003,0.8245900001697378,36.92736,13.35836881075311,1.5789526139304555,5.18887,4.95747,31075.22,0.8245900001697378
USA,2020,5.10463,22329130338514,5.39998,28499.140000000003,0.8266400003163544,37.10731,13.348871808761587,1.5810082929498401,5.10463,5.39998,31856.29,0.8266400003163544
VNM,2011,0.255282,677014296785,3.78023,4546.09,0.5380474794531794,282.2595,11.830597839955026,2.452184484213781,0.16672,3.78023,4546.09,0.3108000000994706
VNM,2013,0.255282,753948515703,4.52834,4658.74,0.5380474794531794,288.97485,11.877341690552722,2.4623603324511296,0.16035,4.52834,4658.74,0.3242900011464772
